time,变频器电网侧有功功率,外界温度,风向,风速
2018-01-05 00:26:30,0.0000000,0.2971429,0.8007407,0.0448622
2018-01-05 00:27:00,0.0000000,0.2971429,0.7975002,0.0422723
2018-01-05 00:27:30,0.0000000,0.2971429,0.7924997,0.0324979
2018-01-05 00:28:00,0.0000000,0.2971429,0.8031481,0.0397661
2018-01-05 00:28:30,0.0000000,0.2971429,0.7986108,0.0318296
2018-01-05 00:29:00,0.0000000,0.2957143,0.8314734,0.0207185
2018-01-05 00:29:30,0.0000000,0.2957143,0.8576852,0.0203843
2018-01-05 00:30:00,0.0000000,0.2957143,0.8654624,0.0190476
2018-01-05 00:30:30,0.0000000,0.2957143,0.8604629,0.0289056
2018-01-05 00:31:00,0.0000000,0.2957143,0.8600958,0.0396825
2018-01-05 00:31:30,0.0000000,0.2957143,0.8459264,0.0288221
2018-01-05 00:32:00,0.0000000,0.2957143,0.8493518,0.0361738
2018-01-05 00:32:30,0.0000000,0.2957143,0.8512037,0.0303258
2018-01-05 00:33:00,0.0000000,0.2957143,0.8618514,0.0328321
2018-01-05 00:33:30,0.0000000,0.2957143,0.8861846,0.0316625
2018-01-05 00:34:00,0.0000000,0.2957143,0.9524114,0.0116959
2018-01-05 00:34:30,0.0000000,0.2957143,0.9297177,0.0478697
2018-01-05 00:35:00,0.0000000,0.2957143,0.9098148,0.0563910
2018-01-05 00:35:30,0.0000000,0.2957143,0.8988888,0.0541353
2018-01-05 00:36:00,0.0000000,0.2957143,0.9099997,0.0538847
2018-01-05 00:36:30,0.0000000,0.2957143,0.9383314,0.0565581
2018-01-05 00:37:00,0.0000000,0.2957143,0.9600001,0.0619883
2018-01-05 00:37:30,0.0000000,0.2957143,0.9388937,0.0542189
2018-01-05 00:38:00,0.0000000,0.2957143,0.9128703,0.0477861
2018-01-05 00:38:30,0.0000000,0.2957143,0.9261117,0.0495405
2018-01-05 00:39:00,0.0000000,0.2957143,0.9483308,0.0462824
2018-01-05 00:39:30,0.0000000,0.2957143,0.9802782,0.0434419
2018-01-05 00:40:00,0.0000000,0.2957143,0.9819479,0.0293233
2018-01-05 00:40:30,0.0000000,0.2957143,0.9555578,0.0211362
2018-01-05 00:41:00,0.0000000,0.2957143,0.9483385,0.0107769
2018-01-05 00:41:30,0.0000000,0.2957143,0.9729619,0.0177109
2018-01-05 00:42:00,0.0000000,0.2957143,0.9666667,0.0320802
2018-01-05 00:42:30,0.0000000,0.2957143,0.9556484,0.0376775
2018-01-05 00:43:00,0.0000000,0.2957143,0.9293511,0.0518797
2018-01-05 00:43:30,0.0000000,0.2957143,0.9176862,0.0517126
2018-01-05 00:44:00,0.0000000,0.2957143,0.8658256,0.0488722
2018-01-05 00:44:30,0.0000000,0.2957143,0.8355557,0.0344194
2018-01-05 00:45:00,0.0000000,0.2957143,0.8837947,0.0553049
2018-01-05 00:45:30,0.0000000,0.2957143,0.9477826,0.0642439
2018-01-05 00:46:00,0.0000000,0.2957143,0.9538888,0.0585631
2018-01-05 00:46:30,0.0000000,0.2942857,0.9502802,0.0523810
2018-01-05 00:47:00,0.0000000,0.2928571,0.9352279,0.0180451
2018-01-05 00:47:30,0.0000000,0.2928571,0.9871327,0.0040100
2018-01-05 00:48:00,0.0000000,0.2928571,0.9438878,0.0402673
2018-01-05 00:48:30,0.0000000,0.2928571,0.9126849,0.0544695
2018-01-05 00:49:00,0.0000000,0.2928571,0.9049074,0.0569758
2018-01-05 00:49:30,0.0000000,0.2928571,0.8868515,0.0538012
2018-01-05 00:50:00,0.0000000,0.2928571,0.8782283,0.0370927
2018-01-05 00:50:30,0.0000000,0.2928571,0.9445416,0.0078530
2018-01-05 00:51:00,0.0000000,0.2928571,0.9137016,0.0390977
2018-01-05 00:51:30,0.0000000,0.2928571,0.8718449,0.0326650
2018-01-05 00:52:00,0.0000000,0.2928571,0.8402771,0.0477861
2018-01-05 00:52:30,0.0000000,0.2928571,0.8339816,0.0495405
2018-01-05 00:53:00,0.0000000,0.2928571,0.8220370,0.0484545
2018-01-05 00:53:30,0.0000000,0.2928571,0.8333327,0.0437761
2018-01-05 00:54:00,0.0000000,0.2928571,0.8548150,0.0308271
2018-01-05 00:54:30,0.0000000,0.2928571,0.8672222,0.0521303
2018-01-05 00:55:00,0.0000000,0.2928571,0.8748151,0.0514620
2018-01-05 00:55:30,0.0000000,0.2928571,0.8550947,0.0324144
2018-01-05 00:56:00,0.0000000,0.2928571,0.8370372,0.0543860
2018-01-05 00:56:30,0.0000000,0.2928571,0.8200928,0.0619883
2018-01-05 00:57:00,0.0000000,0.2928571,0.8105556,0.0686717
2018-01-05 00:57:30,0.0000000,0.2928571,0.8084259,0.0660819
2018-01-05 00:58:00,0.0000000,0.2928571,0.8232410,0.0610693
2018-01-05 00:58:30,0.0000000,0.2928571,0.8436115,0.0528822
2018-01-05 00:59:00,0.0000000,0.2928571,0.8474074,0.0399332
2018-01-05 00:59:30,0.0000000,0.2928571,0.8420370,0.0384294
2018-01-05 01:00:00,0.0000000,0.2928571,0.8451520,0.0545595
2018-01-05 01:00:30,0.0000000,0.2928571,0.8457407,0.0675856
2018-01-05 01:01:00,0.0000000,0.2928571,0.8502778,0.0673350
2018-01-05 01:01:30,0.0000000,0.2928571,0.8565741,0.0598162
2018-01-05 01:02:00,0.0000000,0.2928571,0.8574998,0.0585631
2018-01-05 01:02:30,0.0000000,0.2928571,0.8810184,0.0543024
2018-01-05 01:03:00,0.0000000,0.2928571,0.9012037,0.0580618
2018-01-05 01:03:30,0.0000000,0.2928571,0.8926852,0.0656642
2018-01-05 01:04:00,0.0000000,0.2928571,0.8829630,0.0634921
2018-01-05 01:04:30,0.0000000,0.2914286,0.8931484,0.0707602
2018-01-05 01:05:00,0.0000000,0.2914286,0.8933345,0.0650794
2018-01-05 01:05:30,0.0000000,0.2914286,0.8678772,0.0562239
2018-01-05 01:06:00,0.0000000,0.2914286,0.8683370,0.0307435
2018-01-05 01:06:30,0.0000000,0.2914286,0.8534254,0.0387636
2018-01-05 01:07:00,0.0000000,0.2914286,0.8536047,0.0367586
2018-01-05 01:07:30,0.0000000,0.2914286,0.8928729,0.0629073
2018-01-05 01:08:00,0.0000000,0.2914286,0.9019444,0.0711779
2018-01-05 01:08:30,0.0000000,0.2914286,0.9135186,0.0705096
2018-01-05 01:09:00,0.0000000,0.2914286,0.9244438,0.0696742
2018-01-05 01:09:30,0.0000000,0.2914286,0.9462041,0.0714286
2018-01-05 01:10:00,0.0000000,0.2914286,0.9387035,0.0736842
2018-01-05 01:10:30,0.0000000,0.2914286,0.9320374,0.0746032
2018-01-05 01:11:00,0.0000000,0.2914286,0.9070360,0.0772765
2018-01-05 01:11:30,0.0000000,0.2914286,0.8911110,0.0720134
2018-01-05 01:12:00,0.0000000,0.2914286,0.9073143,0.0603175
2018-01-05 01:12:30,0.0000000,0.2914286,0.9094444,0.0675856
2018-01-05 01:13:00,0.0000000,0.2914286,0.8950926,0.0832080
2018-01-05 01:13:30,0.0000000,0.2914286,0.8789827,0.0755221
2018-01-05 01:14:00,0.0000000,0.2914286,0.8780564,0.0589808
2018-01-05 01:14:30,0.0000000,0.2914286,0.8900000,0.0591479
2018-01-05 01:15:00,0.0000000,0.2914286,0.8944444,0.0794486
2018-01-05 01:15:30,0.0000000,0.2914286,0.9135188,0.0858814
2018-01-05 01:16:00,0.0000000,0.2914286,0.9328669,0.0604010
2018-01-05 01:16:30,0.0000000,0.2914286,0.8995582,0.0547201
2018-01-05 01:17:00,0.0000000,0.2914286,0.8788576,0.0365915
2018-01-05 01:17:30,0.0000000,0.2914286,0.9163893,0.0472849
2018-01-05 01:18:00,0.0000000,0.2914286,0.9356479,0.0682540
2018-01-05 01:18:30,0.0000000,0.2914286,0.9601851,0.0615706
2018-01-05 01:19:00,0.0000000,0.2914286,0.9810176,0.0471178
2018-01-05 01:19:30,0.0000000,0.2914286,0.9885183,0.0478697
2018-01-05 01:20:00,0.0000000,0.2914286,0.9602778,0.0598997
2018-01-05 01:20:30,0.0000000,0.2914286,0.9238853,0.0625731
2018-01-05 01:21:00,0.0000000,0.2914286,0.8762878,0.0784461
2018-01-05 01:21:30,0.0000000,0.2914286,0.8212169,0.0499582
2018-01-05 01:22:00,0.0000000,0.2914286,0.9035295,0.0634085
2018-01-05 01:22:30,0.0000000,0.2914286,0.9221296,0.0740184
2018-01-05 01:23:00,0.0000000,0.2914286,0.9435195,0.0739348
2018-01-05 01:23:30,0.0000000,0.2914286,0.9574082,0.0660819
2018-01-05 01:24:00,0.0000000,0.2914286,0.9401867,0.0558062
2018-01-05 01:24:30,0.0000000,0.2914286,0.9110184,0.0412698
2018-01-05 01:25:00,0.0000000,0.2914286,0.9139055,0.0213033
2018-01-05 01:25:30,0.0000000,0.2914286,0.8463715,0.0568087
2018-01-05 01:26:00,0.0000000,0.2914286,0.7949150,0.0325815
2018-01-05 01:26:30,0.0000000,0.2914286,0.7182504,0.0190476
2018-01-05 01:27:00,0.0000000,0.2914286,0.4739714,0.0106934
2018-01-05 01:27:30,0.0000000,0.2914286,0.2500218,0.0396825
2018-01-05 01:28:00,0.0000000,0.2914286,0.1304375,0.0492063
2018-01-05 01:28:30,0.0000000,0.2914286,0.0511994,0.0319967
2018-01-05 01:29:00,0.0000000,0.2914286,0.9982099,0.0140351
2018-01-05 01:29:30,0.0000000,0.2914286,0.9289887,0.0156224
2018-01-05 01:30:00,0.0000000,0.2914286,0.0036399,0.0233918
2018-01-05 01:30:30,0.0000000,0.2914286,0.0012058,0.0237260
2018-01-05 01:31:00,0.0000000,0.2914286,0.9835127,0.0176274
2018-01-05 01:31:30,0.0000000,0.2914286,0.9384862,0.0279031
2018-01-05 01:32:00,0.0000000,0.2914286,0.9168521,0.0471178
2018-01-05 01:32:30,0.0000000,0.2914286,0.9422163,0.0514620
2018-01-05 01:33:00,0.0000000,0.2914286,0.9822227,0.0521303
2018-01-05 01:33:30,0.0000000,0.2914286,0.9849072,0.0744361
2018-01-05 01:34:00,0.0000000,0.2914286,0.0067577,0.0702590
2018-01-05 01:34:30,0.0000000,0.2914286,0.0080790,0.0555556
2018-01-05 01:35:00,0.0000000,0.2900000,0.9767621,0.0331662
2018-01-05 01:35:30,0.0000000,0.2900000,0.9398736,0.0299916
2018-01-05 01:36:00,0.0000000,0.2900000,0.9308414,0.0520468
2018-01-05 01:36:30,0.0000000,0.2900000,0.9731278,0.0598162
2018-01-05 01:37:00,0.0000000,0.2900000,0.0181508,0.0537176
2018-01-05 01:37:30,0.0000000,0.2900000,0.9914998,0.0324979
2018-01-05 01:38:00,0.0000000,0.2900000,0.9395578,0.0467836
2018-01-05 01:38:30,0.0000000,0.2900000,0.8888888,0.0750209
2018-01-05 01:39:00,0.0000000,0.2900000,0.8991667,0.0978279
2018-01-05 01:39:30,0.0000000,0.2900000,0.9265767,0.0843776
2018-01-05 01:40:00,0.0000000,0.2900000,0.9516672,0.0696742
2018-01-05 01:40:30,0.0000000,0.2900000,0.9504639,0.0612364
2018-01-05 01:41:00,0.0000000,0.2900000,0.9823146,0.0640769
2018-01-05 01:41:30,0.0000000,0.2900000,0.9823183,0.0619048
2018-01-05 01:42:00,0.0000000,0.2900000,0.9491668,0.0696742
2018-01-05 01:42:30,0.0000000,0.2900000,0.9566666,0.0782790
2018-01-05 01:43:00,0.0000000,0.2900000,0.9685067,0.0609858
2018-01-05 01:43:30,0.0000000,0.2900000,0.9964816,0.0627402
2018-01-05 01:44:00,0.0000000,0.2900000,0.9740981,0.0524645
2018-01-05 01:44:30,0.0000000,0.2900000,0.9325925,0.0632414
2018-01-05 01:45:00,0.0000000,0.2900000,0.9328710,0.0619048
2018-01-05 01:45:30,0.0000000,0.2900000,0.9654776,0.0590643
2018-01-05 01:46:00,0.0000000,0.2900000,0.9656479,0.0891395
2018-01-05 01:46:30,0.0000000,0.2900000,0.9671296,0.0890560
2018-01-05 01:47:00,0.0000000,0.2900000,0.9663888,0.0859649
2018-01-05 01:47:30,0.0000000,0.2900000,0.9880575,0.0679198
2018-01-05 01:48:00,0.0000000,0.2900000,0.9702776,0.0496241
2018-01-05 01:48:30,0.0000000,0.2900000,0.9761110,0.0628237
2018-01-05 01:49:00,0.0000000,0.2900000,0.9712989,0.0854637
2018-01-05 01:49:30,0.0000000,0.2900000,0.9455563,0.0644110
2018-01-05 01:50:00,0.0000000,0.2900000,0.9410186,0.0449457
2018-01-05 01:50:30,0.0000000,0.2900000,0.9451865,0.0543024
2018-01-05 01:51:00,0.0000000,0.2900000,0.9312960,0.0748538
2018-01-05 01:51:30,0.0000000,0.2900000,0.9163012,0.0960735
2018-01-05 01:52:00,0.0000000,0.2900000,0.9210131,0.0969089
2018-01-05 01:52:30,0.0000000,0.2900000,0.9549081,0.0908939
2018-01-05 01:53:00,0.0000000,0.2900000,0.9648148,0.0761069
2018-01-05 01:53:30,0.0000000,0.2900000,0.9543528,0.0659983
2018-01-05 01:54:00,0.0000000,0.2900000,0.9221210,0.0344194
2018-01-05 01:54:30,0.0000000,0.2900000,0.9117637,0.0275689
2018-01-05 01:55:00,0.0000000,0.2900000,0.8507304,0.0197160
2018-01-05 01:55:30,0.0000000,0.2900000,0.8557400,0.0323308
2018-01-05 01:56:00,0.0000000,0.2892857,0.8222129,0.0472849
2018-01-05 01:56:30,0.0000000,0.2885714,0.8349084,0.0401003
2018-01-05 01:57:00,0.0000000,0.2885714,0.8779614,0.0527151
2018-01-05 01:57:30,0.0000000,0.2885714,0.9672349,0.0390142
2018-01-05 01:58:00,0.0000000,0.2885714,0.9599697,0.0313283
2018-01-05 01:58:30,0.0000000,0.2885714,0.9373145,0.0541353
2018-01-05 01:59:00,0.0000000,0.2885714,0.9350926,0.0765246
2018-01-05 01:59:30,0.0000000,0.2885714,0.9352181,0.0623225
2018-01-05 02:00:00,0.0000000,0.2885714,0.9554633,0.0608187
2018-01-05 02:00:30,0.0000000,0.2885714,0.9186989,0.0370092
2018-01-05 02:01:00,0.0000000,0.2885714,0.9680191,0.0224728
2018-01-05 02:01:30,0.0000000,0.2885714,0.0222179,0.0213033
2018-01-05 02:02:00,0.0000000,0.2885714,0.9528583,0.0354219
2018-01-05 02:02:30,0.0000000,0.2885714,0.9164810,0.0415205
2018-01-05 02:03:00,0.0000000,0.2885714,0.9274082,0.0412698
2018-01-05 02:03:30,0.0000000,0.2885714,0.9528703,0.0538012
2018-01-05 02:04:00,0.0000000,0.2885714,0.9717594,0.0538847
2018-01-05 02:04:30,0.0000000,0.2885714,0.9702773,0.0498747
2018-01-05 02:05:00,0.0000000,0.2885714,0.9962985,0.0322473
2018-01-05 02:05:30,0.0000000,0.2885714,0.9989814,0.0279866
2018-01-05 02:06:00,0.0000000,0.2885714,0.9876849,0.0434419
2018-01-05 02:06:30,0.0000000,0.2885714,0.9643520,0.0467001
2018-01-05 02:07:00,0.0000000,0.2885714,0.9262863,0.0375940
2018-01-05 02:07:30,0.0000000,0.2885714,0.8949069,0.0148705
2018-01-05 02:08:00,0.0000000,0.2885714,0.8200015,0.0504595
2018-01-05 02:08:30,0.0000000,0.2885714,0.8622323,0.0570593
2018-01-05 02:09:00,0.0000000,0.2885714,0.9048164,0.0622389
2018-01-05 02:09:30,0.0000000,0.2885714,0.9510141,0.0556391
2018-01-05 02:10:00,0.0000000,0.2885714,0.9911120,0.0598997
2018-01-05 02:10:30,0.0000000,0.2885714,0.0079630,0.0628237
2018-01-05 02:11:00,0.0000000,0.2885714,0.9845438,0.0528822
2018-01-05 02:11:30,0.0000000,0.2885714,0.9567589,0.0551378
2018-01-05 02:12:00,0.0000000,0.2885714,0.9262003,0.0331662
2018-01-05 02:12:30,0.0000000,0.2885714,0.9252790,0.0606516
2018-01-05 02:13:00,0.0000000,0.2885714,0.9246296,0.0888053
2018-01-05 02:13:30,0.0000000,0.2885714,0.9245368,0.0802840
2018-01-05 02:14:00,0.0000000,0.2885714,0.9390742,0.0680033
2018-01-05 02:14:30,0.0000000,0.2857143,0.9224062,0.0578947
2018-01-05 02:15:00,0.0000000,0.2857143,0.8963892,0.0688388
2018-01-05 02:15:30,0.0000000,0.2857143,0.8749072,0.0654135
2018-01-05 02:16:00,0.0000000,0.2857143,0.8722221,0.0646617
2018-01-05 02:16:30,0.0000000,0.2857143,0.9048404,0.0371763
2018-01-05 02:17:00,0.0000000,0.2857143,0.9977659,0.0258145
2018-01-05 02:17:30,0.0000000,0.2857143,0.0669509,0.0414369
2018-01-05 02:18:00,0.0000000,0.2857143,0.0858680,0.0354219
2018-01-05 02:18:30,0.0000000,0.2857143,0.0740718,0.0261487
2018-01-05 02:19:00,0.0000000,0.2857143,0.0363825,0.0613200
2018-01-05 02:19:30,0.0000000,0.2857143,0.0207005,0.0526316
2018-01-05 02:20:00,0.0000000,0.2857143,0.9258109,0.0317460
2018-01-05 02:20:30,0.0000000,0.2857143,0.8401809,0.0257310
2018-01-05 02:21:00,0.0000000,0.2857143,0.8248887,0.0344194
2018-01-05 02:21:30,0.0000000,0.2857143,0.8501294,0.0337510
2018-01-05 02:22:00,0.0000000,0.2857143,0.9601145,0.0489557
2018-01-05 02:22:30,0.0000000,0.2857143,0.9920379,0.0566416
2018-01-05 02:23:00,0.0000000,0.2857143,0.9438948,0.0522139
2018-01-05 02:23:30,0.0000000,0.2857143,0.9234240,0.0538012
2018-01-05 02:24:00,0.0000000,0.2857143,0.9468240,0.0586466
2018-01-05 02:24:30,0.0000000,0.2857143,0.9906482,0.0563910
2018-01-05 02:25:00,0.0000000,0.2857143,0.9738942,0.0516291
2018-01-05 02:25:30,0.0000000,0.2857143,0.9557407,0.0393484
2018-01-05 02:26:00,0.0000000,0.2857143,0.9320063,0.0428571
2018-01-05 02:26:30,0.0000000,0.2857143,0.9293758,0.0572264
2018-01-05 02:27:00,0.0000000,0.2857143,0.9570370,0.0720134
2018-01-05 02:27:30,0.0000000,0.2857143,0.9772224,0.0644110
2018-01-05 02:28:00,0.0000000,0.2857143,0.9880463,0.0465330
2018-01-05 02:28:30,0.0000000,0.2857143,0.0173148,0.0451128
2018-01-05 02:29:00,0.0000000,0.2857143,0.0130595,0.0571429
2018-01-05 02:29:30,0.0000000,0.2857143,0.9850993,0.0343358
2018-01-05 02:30:00,0.0000000,0.2857143,0.0008417,0.0324144
2018-01-05 02:30:30,0.0000000,0.2857143,0.0290741,0.0472013
2018-01-05 02:31:00,0.0000000,0.2857143,0.0174074,0.0512114
2018-01-05 02:31:30,0.0000000,0.2857143,0.0371291,0.0482038
2018-01-05 02:32:00,0.0000000,0.2857143,0.0429646,0.0553049
2018-01-05 02:32:30,0.0000000,0.2842857,0.0148142,0.0623225
2018-01-05 02:33:00,0.0000000,0.2842857,0.9975922,0.0580618
2018-01-05 02:33:30,0.0000000,0.2842857,0.9807423,0.0490393
2018-01-05 02:34:00,0.0000000,0.2842857,0.9679628,0.0557226
2018-01-05 02:34:30,0.0000000,0.2842857,0.9704629,0.0562239
2018-01-05 02:35:00,0.0000000,0.2842857,0.9678706,0.0398496
2018-01-05 02:35:30,0.0000000,0.2842857,0.9832409,0.0453634
2018-01-05 02:36:00,0.0000000,0.2842857,0.0490121,0.0189641
2018-01-05 02:36:30,0.0000000,0.2842857,0.1033340,0.0401838
2018-01-05 02:37:00,0.0000000,0.2842857,0.1175948,0.0275689
2018-01-05 02:37:30,0.0000000,0.2842857,0.0811108,0.0263993
2018-01-05 02:38:00,0.0000000,0.2842857,0.0471602,0.0174603
2018-01-05 02:38:30,0.0000000,0.2842857,0.1048749,0.0092732
2018-01-05 02:39:00,0.0000000,0.2842857,0.0978687,0.0144528
2018-01-05 02:39:30,0.0000000,0.2842857,0.1056481,0.0350877
2018-01-05 02:40:00,0.0000000,0.2842857,0.1211074,0.0435255
2018-01-05 02:40:30,0.0000000,0.2842857,0.1195371,0.0450292
2018-01-05 02:41:00,0.0000000,0.2842857,0.1085184,0.0583124
2018-01-05 02:41:30,0.0000000,0.2842857,0.0591409,0.0469507
2018-01-05 02:42:00,0.0000000,0.2842857,0.9868929,0.0244779
2018-01-05 02:42:30,0.0000000,0.2842857,0.9385166,0.0294069
2018-01-05 02:43:00,0.0000000,0.2842857,0.0008718,0.0415205
2018-01-05 02:43:30,0.0000000,0.2842857,0.0073695,0.0293233
2018-01-05 02:44:00,0.0000000,0.2842857,0.9412431,0.0199666
2018-01-05 02:44:30,0.0000000,0.2842857,0.9208266,0.0258981
2018-01-05 02:45:00,0.0000000,0.2842857,0.9722025,0.0297410
2018-01-05 02:45:30,0.0000000,0.2842857,0.9856395,0.0223893
2018-01-05 02:46:00,0.0000000,0.2842857,0.9666631,0.0471178
2018-01-05 02:46:30,0.0000000,0.2842857,0.9402731,0.0530493
2018-01-05 02:47:00,0.0000000,0.2842857,0.8926609,0.0424394
2018-01-05 02:47:30,0.0000000,0.2842857,0.8676846,0.0597327
2018-01-05 02:48:00,0.0000000,0.2842857,0.8608333,0.0611529
2018-01-05 02:48:30,0.0000000,0.2842857,0.8537963,0.0558897
2018-01-05 02:49:00,0.0000000,0.2842857,0.8738876,0.0414369
2018-01-05 02:49:30,0.0000000,0.2842857,0.8956674,0.0233083
2018-01-05 02:50:00,0.0000000,0.2828571,0.9680634,0.0179616
2018-01-05 02:50:30,0.0000000,0.2828571,0.9999988,0.0399332
2018-01-05 02:51:00,0.0000000,0.2814286,0.0091645,0.0237260
2018-01-05 02:51:30,0.0000000,0.2814286,0.9548424,0.0245614
2018-01-05 02:52:00,0.0000000,0.2814286,0.9318535,0.0348371
2018-01-05 02:52:30,0.0000000,0.2814286,0.9078712,0.0333333
2018-01-05 02:53:00,0.0000000,0.2814286,0.8999203,0.0324979
2018-01-05 02:53:30,0.0000000,0.2814286,0.8945370,0.0270677
2018-01-05 02:54:00,0.0000000,0.2814286,0.8784738,0.0182122
2018-01-05 02:54:30,0.0000000,0.2814286,0.8358495,0.0158730
2018-01-05 02:55:00,0.0000000,0.2814286,0.7695846,0.0314119
2018-01-05 02:55:30,0.0000000,0.2814286,0.7562797,0.0423559
2018-01-05 02:56:00,0.0000000,0.2814286,0.7914814,0.0517126
2018-01-05 02:56:30,0.0000000,0.2814286,0.7922222,0.0463659
2018-01-05 02:57:00,0.0000000,0.2814286,0.7922223,0.0381788
2018-01-05 02:57:30,0.0000000,0.2814286,0.7829687,0.0233083
2018-01-05 02:58:00,0.0000000,0.2814286,0.7001519,0.0373434
2018-01-05 02:58:30,0.0000000,0.2814286,0.6477612,0.0532999
2018-01-05 02:59:00,0.0000000,0.2814286,0.7277362,0.0526316
2018-01-05 02:59:30,0.0000000,0.2814286,0.8515363,0.0283208
2018-01-05 03:00:00,0.0000000,0.2814286,0.8549838,0.0156224
2018-01-05 03:00:30,0.0000000,0.2814286,0.7731192,0.0207185
2018-01-05 03:01:00,0.0000000,0.2814286,0.7573145,0.0147870
2018-01-05 03:01:30,0.0000000,0.2814286,0.7848126,0.0052632
2018-01-05 03:02:00,0.0000000,0.2814286,0.8238658,0.0147034
2018-01-05 03:02:30,0.0000000,0.2814286,0.8800779,0.0166249
2018-01-05 03:03:00,0.0000000,0.2814286,0.9514062,0.0223058
2018-01-05 03:03:30,0.0000000,0.2814286,0.9480421,0.0455305
2018-01-05 03:04:00,0.0000000,0.2814286,0.9072207,0.0363409
2018-01-05 03:04:30,0.0000000,0.2814286,0.9375932,0.0437761
2018-01-05 03:05:00,0.0000000,0.2814286,0.9199287,0.0222222
2018-01-05 03:05:30,0.0000000,0.2814286,0.8700917,0.0395990
2018-01-05 03:06:00,0.0000000,0.2814286,0.7835795,0.0545530
2018-01-05 03:06:30,0.0000000,0.2814286,0.6914729,0.0516291
2018-01-05 03:07:00,0.0000000,0.2814286,0.6511069,0.0358396
2018-01-05 03:07:30,0.0000000,0.2814286,0.7367287,0.0313283
2018-01-05 03:08:00,0.0000000,0.2814286,0.9145989,0.0443609
